ID,school,belong,support,hours,wellBe,support.c,hours.c
38,1,3.125,2.929149604,12,2.611111111,0.038484809,0.701300461
39,1,3,2.929149604,13,2.944444444,0.038484809,1.701300461
40,1,3.75,2.929149604,12,3.111111111,0.038484809,0.701300461
41,1,3.125,2.929149604,10,4.055555556,0.038484809,-1.298699539
42,1,3.25,2.929149604,11,4.055555556,0.038484809,-0.298699539
43,1,3.5,2.929149604,11,3.055555556,0.038484809,-0.298699539
44,1,2.75,2.929149604,12,3.722222222,0.038484809,0.701300461
45,1,2.625,2.929149604,10,2.5,0.038484809,-1.298699539
46,1,2.5,2.929149604,11,2.611111111,0.038484809,-0.298699539
47,1,3,2.929149604,13,4.333333333,0.038484809,1.701300461
48,1,2.375,2.929149604,9,2.944444444,0.038484809,-2.298699539
49,1,2.125,2.929149604,10,0.444444444,0.038484809,-1.298699539
50,1,4,2.929149604,12,3.388888889,0.038484809,0.701300461
51,1,3.75,2.929149604,12,2.777777778,0.038484809,0.701300461
52,1,2.375,2.929149604,12,4.166666667,0.038484809,0.701300461
53,1,2,2.929149604,11,2.166666667,0.038484809,-0.298699539
54,1,3.375,2.929149604,12,2.833333333,0.038484809,0.701300461
55,1,3.375,2.929149604,10,2.666666667,0.038484809,-1.298699539
56,1,2.375,2.929149604,11,2.555555556,0.038484809,-0.298699539
57,1,2,2.929149604,8,3.388888889,0.038484809,-3.298699539
58,1,3.125,2.929149604,8,2.5,0.038484809,-3.298699539
59,1,2.5,2.929149604,11,2.333333333,0.038484809,-0.298699539
60,1,2.625,2.929149604,12,3.888888889,0.038484809,0.701300461
61,1,3,2.929149604,8,2.294117647,0.038484809,-3.298699539
62,1,4,2.929149604,9,3.444444444,0.038484809,-2.298699539
63,1,2.125,2.929149604,8,3.444444444,0.038484809,-3.298699539
64,1,3.75,2.929149604,9,3.611111111,0.038484809,-2.298699539
65,1,1.75,2.929149604,11,2.333333333,0.038484809,-0.298699539
66,1,1,2.929149604,12,0.666666667,0.038484809,0.701300461
67,1,3,2.929149604,8,2.722222222,0.038484809,-3.298699539
68,1,1,2.929149604,13,2.166666667,0.038484809,1.701300461
69,1,1.375,2.929149604,11,0.555555556,0.038484809,-0.298699539
70,1,1.875,2.929149604,11,3.888888889,0.038484809,-0.298699539
71,1,2.75,2.929149604,12,2.444444444,0.038484809,0.701300461
72,1,2.5,2.929149604,14,2.277777778,0.038484809,2.701300461
73,1,3.125,2.929149604,13,2.555555556,0.038484809,1.701300461
74,1,2.5,2.929149604,12,2.555555556,0.038484809,0.701300461
75,2,2.625,2.485545936,13,2.333333333,-0.40511886,1.701300461
76,2,3.625,2.485545936,10,3.5,-0.40511886,-1.298699539
77,2,3,2.485545936,12,2.777777778,-0.40511886,0.701300461
78,2,3.5,2.485545936,11,3.222222222,-0.40511886,-0.298699539
79,2,3,2.485545936,13,2.666666667,-0.40511886,1.701300461
80,2,4.166666667,2.485545936,11,1.444444444,-0.40511886,-0.298699539
81,2,3.625,2.485545936,18,2.5,-0.40511886,6.701300461
82,2,3.571428571,2.485545936,15,3.222222222,-0.40511886,3.701300461
83,2,2,2.485545936,9,3.222222222,-0.40511886,-2.298699539
84,2,2.125,2.485545936,16,2.111111111,-0.40511886,4.701300461
85,2,3.375,2.485545936,16,2.055555556,-0.40511886,4.701300461
86,2,1.5,2.485545936,11,2.333333333,-0.40511886,-0.298699539
87,2,4,2.485545936,10,3.111111111,-0.40511886,-1.298699539
88,2,3.5,2.485545936,14,2.111111111,-0.40511886,2.701300461
89,2,4,2.485545936,12,3.888888889,-0.40511886,0.701300461
90,2,3.5,2.485545936,12,3.722222222,-0.40511886,0.701300461
91,2,1,2.485545936,12,2.666666667,-0.40511886,0.701300461
92,2,3.75,2.485545936,11,3.611111111,-0.40511886,-0.298699539
93,2,1.25,2.485545936,12,3.055555556,-0.40511886,0.701300461
94,2,2.75,2.485545936,14,0.555555556,-0.40511886,2.701300461
95,2,4.75,2.485545936,13,3.333333333,-0.40511886,1.701300461
96,2,4,2.485545936,11,3.555555556,-0.40511886,-0.298699539
97,2,3.375,2.485545936,12,3.722222222,-0.40511886,0.701300461
98,2,4,2.485545936,12,3.176470588,-0.40511886,0.701300461
99,2,3.625,2.485545936,12,2.611111111,-0.40511886,0.701300461
100,2,4.125,2.485545936,12,2.722222222,-0.40511886,0.701300461
101,2,3.875,2.485545936,10,3.166666667,-0.40511886,-1.298699539
102,2,3.625,2.485545936,15,1.777777778,-0.40511886,3.701300461
103,2,3.625,2.485545936,12,4.444444444,-0.40511886,0.701300461
104,2,3.375,2.485545936,12,3.166666667,-0.40511886,0.701300461
105,2,3.75,2.485545936,12,1.833333333,-0.40511886,0.701300461
106,2,4.5,2.485545936,13,1.5,-0.40511886,1.701300461
107,2,4.25,2.485545936,12,3.888888889,-0.40511886,0.701300461
108,2,4.625,2.485545936,14,3.333333333,-0.40511886,2.701300461
109,2,3.25,2.485545936,9,2.222222222,-0.40511886,-2.298699539
110,2,4.125,2.485545936,12,3.5,-0.40511886,0.701300461
111,2,4.25,2.485545936,13,3.277777778,-0.40511886,1.701300461
112,2,3.25,2.485545936,12,2,-0.40511886,0.701300461
113,2,2,2.485545936,12,3.666666667,-0.40511886,0.701300461
114,2,2.714285714,2.485545936,11,2.764705882,-0.40511886,-0.298699539
115,2,3.125,2.485545936,10,2.722222222,-0.40511886,-1.298699539
116,2,3.75,2.485545936,12,4,-0.40511886,0.701300461
117,2,4,2.485545936,12,2.055555556,-0.40511886,0.701300461
118,2,3,2.485545936,14,3.277777778,-0.40511886,2.701300461
119,2,2,2.485545936,13,2,-0.40511886,1.701300461
120,2,2.875,2.485545936,18,2.611111111,-0.40511886,6.701300461
121,2,3.375,2.485545936,11,2.166666667,-0.40511886,-0.298699539
122,2,3.25,2.485545936,10,2.944444444,-0.40511886,-1.298699539
123,2,3.25,2.485545936,12,2.444444444,-0.40511886,0.701300461
124,2,4,2.485545936,8,3.111111111,-0.40511886,-3.298699539
125,2,4,2.485545936,11,3.5,-0.40511886,-0.298699539
126,2,4.25,2.485545936,10,3.166666667,-0.40511886,-1.298699539
127,2,3.125,2.485545936,12,2.888888889,-0.40511886,0.701300461
128,2,2.125,2.485545936,11,0.764705882,-0.40511886,-0.298699539
129,2,3.375,2.485545936,11,1.166666667,-0.40511886,-0.298699539
130,2,3.5,2.485545936,12,2.166666667,-0.40511886,0.701300461
131,2,4.625,2.485545936,12,0.666666667,-0.40511886,0.701300461
132,2,2.625,2.485545936,14,2.555555556,-0.40511886,2.701300461
133,2,4,2.485545936,10,2,-0.40511886,-1.298699539
134,2,3.25,2.485545936,12,2.722222222,-0.40511886,0.701300461
135,2,3.25,2.485545936,12,3,-0.40511886,0.701300461
136,2,2.625,2.485545936,15,1.944444444,-0.40511886,3.701300461
137,2,1,2.485545936,12,3.611111111,-0.40511886,0.701300461
138,3,3.125,2.932502104,11,3.944444444,0.041837309,-0.298699539
139,3,3,2.932502104,12,3.277777778,0.041837309,0.701300461
140,3,3,2.932502104,12,2.764705882,0.041837309,0.701300461
141,3,2,2.932502104,11,4.222222222,0.041837309,-0.298699539
142,3,2.875,2.932502104,10,3.277777778,0.041837309,-1.298699539
143,3,2.875,2.932502104,11,4.166666667,0.041837309,-0.298699539
144,3,3.25,2.932502104,8,3.055555556,0.041837309,-3.298699539
145,3,4,2.932502104,12,3.333333333,0.041837309,0.701300461
146,3,4.375,2.932502104,9,3.888888889,0.041837309,-2.298699539
147,3,4,2.932502104,7,3.611111111,0.041837309,-4.298699539
148,3,3.5,2.932502104,11,2.111111111,0.041837309,-0.298699539
149,3,2,2.932502104,11,1.444444444,0.041837309,-0.298699539
150,3,3,2.932502104,11,3.055555556,0.041837309,-0.298699539
151,3,2.875,2.932502104,12,2.055555556,0.041837309,0.701300461
152,3,3.5,2.932502104,9,3.333333333,0.041837309,-2.298699539
153,3,3,2.932502104,11,3.888888889,0.041837309,-0.298699539
154,3,3.25,2.932502104,9,3.277777778,0.041837309,-2.298699539
155,3,3.125,2.932502104,9,2.666666667,0.041837309,-2.298699539
156,3,4,2.932502104,12,2.777777778,0.041837309,0.701300461
157,3,3,2.932502104,11,2.444444444,0.041837309,-0.298699539
158,3,3.375,2.932502104,10,2.611111111,0.041837309,-1.298699539
159,3,3.625,2.932502104,13,4.055555556,0.041837309,1.701300461
160,3,2.5,2.932502104,10,3.277777778,0.041837309,-1.298699539
161,3,3.5,2.932502104,8,3.117647059,0.041837309,-3.298699539
162,3,2.625,2.932502104,8,2.944444444,0.041837309,-3.298699539
163,3,3.375,2.932502104,6,3.611111111,0.041837309,-5.298699539
164,3,3.75,2.932502104,10,3.444444444,0.041837309,-1.298699539
165,3,2.875,2.932502104,12,3.111111111,0.041837309,0.701300461
166,3,3.625,2.932502104,10,3.333333333,0.041837309,-1.298699539
167,3,4.857142857,2.932502104,12,3.277777778,0.041837309,0.701300461
168,3,2.75,2.932502104,11,3.388888889,0.041837309,-0.298699539
169,3,2.375,2.932502104,12,1.944444444,0.041837309,0.701300461
170,3,3.75,2.932502104,11,2.944444444,0.041837309,-0.298699539
171,3,3.25,2.932502104,9,2.722222222,0.041837309,-2.298699539
172,3,2.625,2.932502104,16,1.888888889,0.041837309,4.701300461
173,3,4,2.932502104,11,2.722222222,0.041837309,-0.298699539
174,3,3.875,2.932502104,11,3.555555556,0.041837309,-0.298699539
175,3,1.375,2.932502104,12,1.555555556,0.041837309,0.701300461
176,3,3,2.932502104,8,0.944444444,0.041837309,-3.298699539
177,3,4,2.932502104,11,3.444444444,0.041837309,-0.298699539
178,3,3,2.932502104,24,1.833333333,0.041837309,12.70130046
179,3,2.5,2.932502104,9,1.384615385,0.041837309,-2.298699539
180,3,3.375,2.932502104,9,2.388888889,0.041837309,-2.298699539
181,3,3.142857143,2.932502104,9,2.444444444,0.041837309,-2.298699539
182,3,4,2.932502104,11,2.333333333,0.041837309,-0.298699539
183,3,1,2.932502104,12,1.666666667,0.041837309,0.701300461
184,3,2.75,2.932502104,10,1.666666667,0.041837309,-1.298699539
185,3,2.142857143,2.932502104,15,1.555555556,0.041837309,3.701300461
186,3,3.5,2.932502104,10,4.166666667,0.041837309,-1.298699539
187,3,4,2.932502104,10,3.352941177,0.041837309,-1.298699539
188,3,4,2.932502104,12,3.222222222,0.041837309,0.701300461
189,3,2.25,2.932502104,12,3.166666667,0.041837309,0.701300461
190,3,3.5,2.932502104,11,3.111111111,0.041837309,-0.298699539
191,3,3.875,2.932502104,9,3.555555556,0.041837309,-2.298699539
192,3,3,2.932502104,13,2.666666667,0.041837309,1.701300461
193,3,2.875,2.932502104,11,2.777777778,0.041837309,-0.298699539
194,3,3.875,2.932502104,8,2.055555556,0.041837309,-3.298699539
195,3,2.875,2.932502104,12,3.111111111,0.041837309,0.701300461
196,3,1,2.932502104,6,2.555555556,0.041837309,-5.298699539
197,3,3.25,2.932502104,12,1.388888889,0.041837309,0.701300461
198,3,3.75,2.932502104,8,3.75,0.041837309,-3.298699539
199,3,4,2.932502104,7,2.388888889,0.041837309,-4.298699539
200,3,3.375,2.932502104,12,3,0.041837309,0.701300461
201,3,3.625,2.932502104,10,4.333333333,0.041837309,-1.298699539
202,3,3.25,2.932502104,10,2.888888889,0.041837309,-1.298699539
203,3,4.125,2.932502104,8,3.555555556,0.041837309,-3.298699539
204,3,2.125,2.932502104,8,2.555555556,0.041837309,-3.298699539
205,3,4.125,2.932502104,10,3.666666667,0.041837309,-1.298699539
206,3,2.75,2.932502104,12,3.277777778,0.041837309,0.701300461
207,3,3.625,2.932502104,12,2.555555556,0.041837309,0.701300461
208,3,3,2.932502104,9,2.888888889,0.041837309,-2.298699539
209,3,2.75,2.932502104,12,3.222222222,0.041837309,0.701300461
210,3,4,2.932502104,12,1.833333333,0.041837309,0.701300461
211,3,2,2.932502104,12,2.833333333,0.041837309,0.701300461
212,3,1,2.932502104,10,1.388888889,0.041837309,-1.298699539
213,3,2.125,2.932502104,10,1.888888889,0.041837309,-1.298699539
214,3,3,2.932502104,8,1.277777778,0.041837309,-3.298699539
215,3,2.375,2.932502104,10,0.944444444,0.041837309,-1.298699539
216,3,3.875,2.932502104,11,3.333333333,0.041837309,-0.298699539
217,3,2.25,2.932502104,12,2.611111111,0.041837309,0.701300461
218,3,3.875,2.932502104,10,3.444444444,0.041837309,-1.298699539
219,3,3.875,2.932502104,11,2,0.041837309,-0.298699539
220,3,3.142857143,2.932502104,9,1.333333333,0.041837309,-2.298699539
221,3,3.5,2.932502104,10,3.444444444,0.041837309,-1.298699539
222,3,3.5,2.932502104,8,2.777777778,0.041837309,-3.298699539
223,3,3.875,2.932502104,8,3.055555556,0.041837309,-3.298699539
224,3,3.125,2.932502104,10,2,0.041837309,-1.298699539
225,3,3.625,2.932502104,9,2.277777778,0.041837309,-2.298699539
226,3,3.25,2.932502104,10,1.944444444,0.041837309,-1.298699539
227,3,4.625,2.932502104,10,2.277777778,0.041837309,-1.298699539
228,3,3.25,2.932502104,11,2.388888889,0.041837309,-0.298699539
229,3,4,2.932502104,11,2.111111111,0.041837309,-0.298699539
230,3,3.875,2.932502104,11,2.722222222,0.041837309,-0.298699539
231,3,3,2.932502104,9,2.611111111,0.041837309,-2.298699539
232,3,1,2.932502104,7,2.055555556,0.041837309,-4.298699539
233,3,2.625,2.932502104,10,1.944444444,0.041837309,-1.298699539
234,4,4.5,2.741750842,18,2.666666667,-0.148913953,6.701300461
235,4,3.375,2.741750842,16,3.722222222,-0.148913953,4.701300461
236,4,1,2.741750842,18,0,-0.148913953,6.701300461
237,4,3.125,2.741750842,11,4.111111111,-0.148913953,-0.298699539
238,4,2.75,2.741750842,10,3.111111111,-0.148913953,-1.298699539
239,4,5,2.741750842,12,2.388888889,-0.148913953,0.701300461
240,4,2.625,2.741750842,12,3.5,-0.148913953,0.701300461
241,4,2.625,2.741750842,12,2.388888889,-0.148913953,0.701300461
242,4,2,2.741750842,12,1.866666667,-0.148913953,0.701300461
243,4,1,2.741750842,11,3,-0.148913953,-0.298699539
244,4,2.25,2.741750842,11,2.944444444,-0.148913953,-0.298699539
245,4,3,2.741750842,11,3,-0.148913953,-0.298699539
246,4,2.625,2.741750842,13,3.166666667,-0.148913953,1.701300461
247,4,5,2.741750842,11,2.666666667,-0.148913953,-0.298699539
248,4,3.125,2.741750842,12,3.666666667,-0.148913953,0.701300461
249,4,4,2.741750842,11,4.222222222,-0.148913953,-0.298699539
250,4,4,2.741750842,12,4.833333333,-0.148913953,0.701300461
251,4,2.875,2.741750842,12,1.833333333,-0.148913953,0.701300461
252,4,5,2.741750842,12,3.277777778,-0.148913953,0.701300461
253,4,3.75,2.741750842,11,3.333333333,-0.148913953,-0.298699539
254,4,4,2.741750842,13,2.611111111,-0.148913953,1.701300461
255,4,3.285714286,2.741750842,12,2.388888889,-0.148913953,0.701300461
256,4,4.625,2.741750842,8,2.166666667,-0.148913953,-3.298699539
257,4,1.5,2.741750842,11,1.944444444,-0.148913953,-0.298699539
258,4,3,2.741750842,12,2.5,-0.148913953,0.701300461
259,4,1,2.741750842,12,2.833333333,-0.148913953,0.701300461
260,4,2,2.741750842,12,3.166666667,-0.148913953,0.701300461
261,4,3.875,2.741750842,12,3.277777778,-0.148913953,0.701300461
262,4,3.25,2.741750842,10,3.666666667,-0.148913953,-1.298699539
263,4,1,2.741750842,13,2.777777778,-0.148913953,1.701300461
264,4,4.25,2.741750842,14,2.888888889,-0.148913953,2.701300461
265,4,2.875,2.741750842,14,4.333333333,-0.148913953,2.701300461
266,4,1,2.741750842,12,2.722222222,-0.148913953,0.701300461
267,4,4,2.741750842,12,3.277777778,-0.148913953,0.701300461
268,4,3.875,2.741750842,13,3.722222222,-0.148913953,1.701300461
269,4,2.125,2.741750842,11,4.388888889,-0.148913953,-0.298699539
270,4,3.25,2.741750842,12,2.833333333,-0.148913953,0.701300461
271,4,3.5,2.741750842,12,3.833333333,-0.148913953,0.701300461
272,4,1.125,2.741750842,13,2.555555556,-0.148913953,1.701300461
273,4,3,2.741750842,12,3.777777778,-0.148913953,0.701300461
274,4,2.875,2.741750842,12,2.611111111,-0.148913953,0.701300461
275,4,3.25,2.741750842,10,3.888888889,-0.148913953,-1.298699539
276,5,1.25,3.159566251,12,2.444444444,0.268901456,0.701300461
277,5,4,3.159566251,12,3.555555556,0.268901456,0.701300461
278,5,3.25,3.159566251,12,4.055555556,0.268901456,0.701300461
279,5,3.5,3.159566251,10,4.076923077,0.268901456,-1.298699539
280,5,3,3.159566251,7,3,0.268901456,-4.298699539
281,5,2.875,3.159566251,11,1.055555556,0.268901456,-0.298699539
282,5,5,3.159566251,5,4.277777778,0.268901456,-6.298699539
283,5,3,3.159566251,12,2.333333333,0.268901456,0.701300461
284,5,3.5,3.159566251,10,2.944444444,0.268901456,-1.298699539
285,5,2.375,3.159566251,10,3.166666667,0.268901456,-1.298699539
286,5,3,3.159566251,8,4.222222222,0.268901456,-3.298699539
287,5,4,3.159566251,12,2.777777778,0.268901456,0.701300461
288,5,3.5,3.159566251,10,1.722222222,0.268901456,-1.298699539
289,5,3.125,3.159566251,11,3.055555556,0.268901456,-0.298699539
290,5,2.625,3.159566251,12,2.555555556,0.268901456,0.701300461
291,5,3.5,3.159566251,12,2.444444444,0.268901456,0.701300461
292,5,3,3.159566251,14,3.444444444,0.268901456,2.701300461
293,5,2.25,3.159566251,11,3.388888889,0.268901456,-0.298699539
294,5,1.5,3.159566251,12,2.888888889,0.268901456,0.701300461
295,5,2.375,3.159566251,11,3.111111111,0.268901456,-0.298699539
296,5,1.75,3.159566251,11,3.055555556,0.268901456,-0.298699539
297,5,2,3.159566251,11,1.111111111,0.268901456,-0.298699539
298,5,3.5,3.159566251,11,2.777777778,0.268901456,-0.298699539
299,5,4.125,3.159566251,11,4.277777778,0.268901456,-0.298699539
300,5,3.5,3.159566251,11,4,0.268901456,-0.298699539
301,5,2,3.159566251,10,2.444444444,0.268901456,-1.298699539
302,5,2.5,3.159566251,11,2.722222222,0.268901456,-0.298699539
303,5,4.5,3.159566251,11,2.944444444,0.268901456,-0.298699539
304,5,2.625,3.159566251,10,1.5,0.268901456,-1.298699539
305,5,3.125,3.159566251,7,3,0.268901456,-4.298699539
306,5,2.5,3.159566251,12,3.222222222,0.268901456,0.701300461
307,5,2.75,3.159566251,8,1.722222222,0.268901456,-3.298699539
308,5,3.375,3.159566251,12,3.388888889,0.268901456,0.701300461
309,5,3.625,3.159566251,8,4.111111111,0.268901456,-3.298699539
310,5,4.125,3.159566251,12,3.5,0.268901456,0.701300461
311,5,2,3.159566251,11,2.444444444,0.268901456,-0.298699539
312,5,2.375,3.159566251,13,3.277777778,0.268901456,1.701300461
313,5,2.375,3.159566251,10,3.277777778,0.268901456,-1.298699539
314,5,2.875,3.159566251,14,1.277777778,0.268901456,2.701300461
315,5,3.125,3.159566251,10,3.777777778,0.268901456,-1.298699539
316,5,3,3.159566251,8,2.388888889,0.268901456,-3.298699539
317,5,2,3.159566251,10,2.166666667,0.268901456,-1.298699539
318,5,3.428571429,3.159566251,13,3.166666667,0.268901456,1.701300461
319,5,3.375,3.159566251,8,4.111111111,0.268901456,-3.298699539
320,5,3.125,3.159566251,11,3.611111111,0.268901456,-0.298699539
321,5,3.625,3.159566251,9,3.833333333,0.268901456,-2.298699539
322,5,2.75,3.159566251,9,2.222222222,0.268901456,-2.298699539
323,5,3.625,3.159566251,11,1.944444444,0.268901456,-0.298699539
324,5,3.875,3.159566251,12,2.111111111,0.268901456,0.701300461
325,5,3.75,3.159566251,12,0.944444444,0.268901456,0.701300461
326,5,3.5,3.159566251,16,3.888888889,0.268901456,4.701300461
327,5,2,3.159566251,12,2.166666667,0.268901456,0.701300461
328,5,2.5,3.159566251,12,2.611111111,0.268901456,0.701300461
329,5,3.5,3.159566251,9,3.555555556,0.268901456,-2.298699539
330,5,2.5,3.159566251,14,3.833333333,0.268901456,2.701300461
331,5,2.375,3.159566251,10,1.611111111,0.268901456,-1.298699539
332,5,4,3.159566251,9,2.111111111,0.268901456,-2.298699539
333,5,3,3.159566251,11,3.611111111,0.268901456,-0.298699539
334,5,3.125,3.159566251,10,3.722222222,0.268901456,-1.298699539
335,5,4,3.159566251,10,2.888888889,0.268901456,-1.298699539
336,5,3.25,3.159566251,9,3.444444444,0.268901456,-2.298699539
337,5,1.5,3.159566251,10,3.111111111,0.268901456,-1.298699539
338,5,2,3.159566251,10,3.555555556,0.268901456,-1.298699539
339,5,2,3.159566251,9,4.055555556,0.268901456,-2.298699539
340,5,4.25,3.159566251,8,4.277777778,0.268901456,-3.298699539
341,5,4.25,3.159566251,9,2.777777778,0.268901456,-2.298699539
342,5,2.75,3.159566251,9,3.166666667,0.268901456,-2.298699539
343,5,3.5,3.159566251,8,4.666666667,0.268901456,-3.298699539
344,5,4.25,3.159566251,9,4.444444444,0.268901456,-2.298699539
345,5,3.875,3.159566251,8,2.75,0.268901456,-3.298699539
346,5,3.75,3.159566251,10,2.777777778,0.268901456,-1.298699539
347,5,4,3.159566251,10,4.055555556,0.268901456,-1.298699539
348,5,3.25,3.159566251,8,3.5,0.268901456,-3.298699539
349,5,3,3.159566251,10,3.5,0.268901456,-1.298699539
350,5,3,3.159566251,8,2.555555556,0.268901456,-3.298699539
351,5,2,3.159566251,9,3.944444444,0.268901456,-2.298699539
352,5,3,3.159566251,9,2.388888889,0.268901456,-2.298699539
353,5,4.125,3.159566251,8,3.777777778,0.268901456,-3.298699539
354,5,3,3.159566251,8,3.111111111,0.268901456,-3.298699539
355,5,3.875,3.159566251,10,3.055555556,0.268901456,-1.298699539
356,5,4,3.159566251,9,4,0.268901456,-2.298699539
357,5,4.375,3.159566251,12,3.833333333,0.268901456,0.701300461
358,5,2.375,3.159566251,8,3.055555556,0.268901456,-3.298699539
359,5,3.375,3.159566251,8,3.722222222,0.268901456,-3.298699539
360,5,2.375,3.159566251,9,2.611111111,0.268901456,-2.298699539
361,5,3.857142857,3.159566251,12,3.055555556,0.268901456,0.701300461
362,5,1.75,3.159566251,10,3.277777778,0.268901456,-1.298699539
363,5,2.875,3.159566251,10,3.888888889,0.268901456,-1.298699539
364,5,2.625,3.159566251,11,1.666666667,0.268901456,-0.298699539
365,5,4.625,3.159566251,13,3.611111111,0.268901456,1.701300461
366,5,3,3.159566251,12,3.777777778,0.268901456,0.701300461
367,5,3,3.159566251,12,3.055555556,0.268901456,0.701300461
368,5,4,3.159566251,8,3.333333333,0.268901456,-3.298699539
369,5,2.875,3.159566251,10,3.058823529,0.268901456,-1.298699539
370,5,3.25,3.159566251,12,3.944444444,0.268901456,0.701300461
371,5,3,3.159566251,10,2.333333333,0.268901456,-1.298699539
372,5,4,3.159566251,8,4.222222222,0.268901456,-3.298699539
373,5,4.375,3.159566251,11,4.166666667,0.268901456,-0.298699539
374,5,2,3.159566251,8,2.666666667,0.268901456,-3.298699539
375,5,3.875,3.159566251,9,3,0.268901456,-2.298699539
376,5,3.75,3.159566251,10,2.352941177,0.268901456,-1.298699539
377,5,3.625,3.159566251,9,4.777777778,0.268901456,-2.298699539
378,6,1,2.839105339,10,3.611111111,-0.051559456,-1.298699539
379,6,2.25,2.839105339,12,3.333333333,-0.051559456,0.701300461
380,6,1,2.839105339,12,2.277777778,-0.051559456,0.701300461
381,6,3.5,2.839105339,12,2.055555556,-0.051559456,0.701300461
382,6,1.875,2.839105339,12,1.5,-0.051559456,0.701300461
383,6,2,2.839105339,12,2.444444444,-0.051559456,0.701300461
384,6,3.375,2.839105339,10,1.722222222,-0.051559456,-1.298699539
385,6,1.5,2.839105339,14,3,-0.051559456,2.701300461
386,6,3.375,2.839105339,10,3,-0.051559456,-1.298699539
387,6,3.875,2.839105339,9,3.111111111,-0.051559456,-2.298699539
388,6,1.5,2.839105339,11,2.944444444,-0.051559456,-0.298699539
389,6,3.5,2.839105339,10,2.833333333,-0.051559456,-1.298699539
390,6,5,2.839105339,10,2.5,-0.051559456,-1.298699539
391,6,3,2.839105339,10,2.388888889,-0.051559456,-1.298699539
392,6,3.125,2.839105339,9,2.055555556,-0.051559456,-2.298699539
393,6,2.375,2.839105339,10,3.176470588,-0.051559456,-1.298699539
394,6,4,2.839105339,10,3.222222222,-0.051559456,-1.298699539
395,6,2.5,2.839105339,9,3.166666667,-0.051559456,-2.298699539
396,6,2.875,2.839105339,12,1.888888889,-0.051559456,0.701300461
397,6,3,2.839105339,10,1.777777778,-0.051559456,-1.298699539
398,6,3.5,2.839105339,11,1.222222222,-0.051559456,-0.298699539
399,6,2.375,2.839105339,9,4,-0.051559456,-2.298699539
400,6,1.5,2.839105339,12,1.555555556,-0.051559456,0.701300461
401,6,4.5,2.839105339,11,3.166666667,-0.051559456,-0.298699539
402,6,2.125,2.839105339,11,2.611111111,-0.051559456,-0.298699539
403,6,4,2.839105339,11,4.277777778,-0.051559456,-0.298699539
404,6,3.75,2.839105339,12,1.833333333,-0.051559456,0.701300461
405,6,2.75,2.839105339,11,4.666666667,-0.051559456,-0.298699539
406,7,4,2.534482759,12,2.235294118,-0.356182037,0.701300461
407,7,2.5,2.534482759,14,1.555555556,-0.356182037,2.701300461
408,7,3.166666667,2.534482759,12,3.166666667,-0.356182037,0.701300461
